name,smiles,broad_id
danusertib,"CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(cc3)N3CCN(C)CC3)c2C1)c1ccccc1, CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(cc3)N3CCN(C)CC3)c2C1)c1ccccc1",BRD-K07881437-001-04-6
AZD7762,"NC(=O)Nc1cc(sc1C(=O)N[C@H]1CCCNC1)-c1cccc(F)c1, NC(=O)Nc1cc(sc1C(=O)N[C@H]1CCCNC1)-c1cccc(F)c1, NC(=O)Nc1cc(sc1C(=O)N[C@H]1CCCNC1)-c1cccc(F)c1",BRD-K86525559-001-07-8
tirapazamine,"Nc1n[n+]([O-])c2ccccc2[n+]1[O-], Nc1n[n+]([O-])c2ccccc2[n+]1[O-]",BRD-K92968657-001-01-6
berberine,"COc1ccc2cc3-c4cc5OCOc5cc4CC[n+]3cc2c1OC, COc1ccc2cc3-c4cc5OCOc5cc4CC[n+]3cc2c1OC",BRD-K14796088-003-26-8
dapivirine,Cc1cc(C)c(Nc2ccnc(Nc3ccc(cc3)C#N)n2)c(C)c1,BRD-K12885236-001-02-7
midostaurin,CO[C@@H]1[C@@H](C[C@H]2O[C@]1(C)n1c3ccccc3c3c4CNC(=O)c4c4c5ccccc5n2c4c13)N(C)C(=O)c1ccccc1,BRD-K13646352-001-03-8
tosedostat,"CC(C)C[C@H]([C@H](O)C(=O)NO)C(=O)N[C@H](C(=O)OC1CCCC1)c1ccccc1, CC(C)C[C@H]([C@H](O)C(=O)NO)C(=O)N[C@H](C(=O)OC1CCCC1)c1ccccc1, CC(C)C[C@H]([C@H](O)C(=O)NO)C(=O)N[C@H](C(=O)OC1CCCC1)c1ccccc1, CC(C)C[C@H]([C@H](O)C(=O)NO)C(=O)N[C@H](C(=O)OC1CCCC1)c1ccccc1",BRD-K92241597-001-06-0
BMS-626529,COc1cnc(-n2cnc(C)n2)c2[nH]cc(C(=O)C(=O)N3CCN(CC3)C(=O)c3ccccc3)c12,BRD-K97883416-001-01-4
GDC-0941,CS(=O)(=O)N1CCN(Cc2cc3nc(nc(N4CCOCC4)c3s2)-c2cccc3[nH]ncc23)CC1,BRD-K52911425-001-09-8
pacritinib,"C(CN1CCCC1)Oc1ccc2Nc3nccc(n3)-c3cccc(COC\C=C\COCc1c2)c3, C(CN1CCCC1)Oc1ccc2Nc3nccc(n3)-c3cccc(COC\C=C\COCc1c2)c3, C(CN1CCCC1)Oc1ccc2Nc3nccc(n3)-c3cccc(COC\C=C\COCc1c2)c3",BRD-K19034817-001-01-4
UNBS-5162,CN(C)CCN1C(=O)c2cccc3cc(NC(N)=O)cc(C1=O)c23,BRD-K30933884-001-01-0
PF-562271,"CN(c1ncccc1CNc1nc(Nc2ccc3NC(=O)Cc3c2)ncc1C(F)(F)F)S(C)(=O)=O, CN(c1ncccc1CNc1nc(Nc2ccc3NC(=O)Cc3c2)ncc1C(F)(F)F)S(C)(=O)=O, CN(c1ncccc1CNc1nc(Nc2ccc3NC(=O)Cc3c2)ncc1C(F)(F)F)S(C)(=O)=O, CN(c1ncccc1CNc1nc(Nc2ccc3NC(=O)Cc3c2)ncc1C(F)(F)F)S(C)(=O)=O",BRD-K99545815-001-06-3
BAY-87-2243,Cc1cc(nn1Cc1ccnc(c1)N1CCN(CC1)C1CC1)-c1nc(no1)-c1ccc(OC(F)(F)F)cc1,BRD-K70463136-001-01-5
orantinib,"Cc1[nH]c(\C=C2/C(=O)Nc3ccccc23)c(C)c1CCC(O)=O, Cc1[nH]c(\C=C2/C(=O)Nc3ccccc23)c(C)c1CCC(O)=O, Cc1[nH]c(\C=C2/C(=O)Nc3ccccc23)c(C)c1CCC(O)=O, Cc1[nH]c(\C=C2/C(=O)Nc3ccccc23)c(C)c1CCC(O)=O",BRD-K55966568-001-05-4
CEP-37440,CNC(=O)c1ccccc1Nc1nc(Nc2ccc3C[C@H](CCCc3c2OC)N2CCN(CCO)CC2)ncc1Cl,BRD-K72827473-001-01-0
LY2334737,CCCC(CCC)C(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,BRD-K04993719-001-01-7
SC-12267,COc1cccc(c1)-c1ccc(NC(=O)C2=C(CCC2)C(O)=O)c(F)c1,BRD-K40797222-001-01-8
TAK-715,"CCc1nc(c(s1)-c1ccnc(NC(=O)c2ccccc2)c1)-c1cccc(C)c1, CCc1nc(c(s1)-c1ccnc(NC(=O)c2ccccc2)c1)-c1cccc(C)c1",BRD-K52751261-001-06-1
VX-702,"NC(=O)N(c1ccc(C(N)=O)c(n1)-c1ccc(F)cc1F)c1c(F)cccc1F, NC(=O)N(c1ccc(C(N)=O)c(n1)-c1ccc(F)cc1F)c1c(F)cccc1F",BRD-K07736136-001-04-6
buthionine-sulfoximine,CCCCS(=N)(=O)CC[C@H](N)C(O)=O,BRD-A47706533-001-02-6
lerisetron,C(c1ccccc1)n1c(nc2ccccc12)N1CCNCC1,BRD-K62398570-300-01-2
anguidine,CC(=O)OC[C@]12CCC(C)=C[C@H]1O[C@@H]1[C@H](O)[C@@H](OC(C)=O)[C@@]2(C)[C@@]11CO1,BRD-K45724504-001-01-6
iododexetimide,Ic1ccc(CN2CCC(CC2)C2(CCC(=O)NC2=O)c2ccccc2)cc1,BRD-A46813902-001-01-6
tioguanine,Nc1nc(S)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,BRD-K75649340-001-13-1
emetine,"CC[C@H]1CN2CCc3cc(OC)c(OC)cc3C2C[C@@H]1CC1NCCc2cc(OC)c(OC)cc12, CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc12",BRD-A25687296-300-04-3
harringtonine,COC(=O)C[C@@](O)(CCC(C)(C)O)C(=O)O[C@H]1[C@@H]2c3cc4OCOc4cc3CCN3CCC[C@]23C=C1OC,BRD-K96358241-001-01-9
DPI-201106,OC(COc1cccc2[nH]c(cc12)C#N)CN1CCN(CC1)C(c1ccccc1)c1ccccc1,BRD-A64553394-001-04-4
ilomastat,"CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CC(C)C)CC(=O)NO, CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CC(C)C)CC(=O)NO",BRD-K51662849-001-08-8
gossypol,"CC(C)c1c(O)c(O)c(C=O)c2c(O)c(c(C)cc12)-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O, CC(C)c1c(O)c(O)c(C=O)c2c(O)c(c(C)cc12)-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O, CC(C)c1c(O)c(O)c(C=O)c2c(O)c(c(C)cc12)-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O, CC(C)c1c(O)c(O)c(C=O)c2c(O)c(c(C)cc12)-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O, CC(C)c1c(O)c(O)c(C=O)c2c(O)c(c(C)cc12)-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O, CC(C)c1c(O)c(O)c(C=O)c2c(O)c(c(C)cc12)-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O",BRD-K19295594-015-14-3
AMG-232,CC(C)[C@@H](CS(=O)(=O)C(C)C)N1[C@@H]([C@H](C[C@](C)(CC(O)=O)C1=O)c1cccc(Cl)c1)c1ccc(Cl)cc1,BRD-K64925568-001-01-8
evacetrapib,"Cc1cc(C)c2N(C[C@H]3CC[C@@H](CC3)C(O)=O)CCC[C@H](N(Cc3cc(cc(c3)C(F)(F)F)C(F)(F)F)c3nnn(C)n3)c2c1, Cc1cc(C)c2N(C[C@H]3CC[C@@H](CC3)C(O)=O)CCC[C@H](N(Cc3cc(cc(c3)C(F)(F)F)C(F)(F)F)c3nnn(C)n3)c2c1",BRD-K16551357-001-03-2
broxyquinoline,"Oc1c(Br)cc(Br)c2cccnc12, Oc1c(Br)cc(Br)c2cccnc12, Oc1c(Br)cc(Br)c2cccnc12",BRD-K23301018-001-11-7
tazemetostat,"CCN(C1CCOCC1)c1cc(cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)-c1ccc(CN2CCOCC2)cc1, CCN(C1CCOCC1)c1cc(cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)-c1ccc(CN2CCOCC2)cc1",BRD-K11215326-001-03-7
FR-139317,"CC(C)C[C@H](NC(=O)N1CCCCCC1)C(=O)N[C@H](Cc1cn(C)c2ccccc12)C(=O)N[C@H](Cc1ccccn1)C(O)=O, CC(C)C[C@H](NC(=O)N1CCCCCC1)C(=O)N[C@H](Cc1cn(C)c2ccccc12)C(=O)N[C@H](Cc1ccccn1)C(O)=O",BRD-K19318328-001-01-3
nisoxetine,CNCCC(Oc1ccccc1OC)c1ccccc1,BRD-A95696066-003-13-8
ABT-751,"COc1ccc(cc1)S(=O)(=O)Nc1cccnc1Nc1ccc(O)cc1, COc1ccc(cc1)S(=O)(=O)Nc1cccnc1Nc1ccc(O)cc1, COc1ccc(cc1)S(=O)(=O)Nc1cccnc1Nc1ccc(O)cc1",BRD-K91623615-001-05-0
indibulin,Clc1ccc(Cn2cc(C(=O)C(=O)Nc3ccncc3)c3ccccc23)cc1,BRD-K74057757-001-01-9
PF-04136309,O[C@]1(CC[C@@H](CC1)N[C@H]1CCN(C1)C(=O)CNC(=O)c1cccc(c1)C(F)(F)F)c1ccc(cn1)-c1ncccn1,BRD-K94420399-001-01-9
VX-765,CCO[C@H]1OC(=O)C[C@@H]1NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)c1ccc(N)c(Cl)c1)C(C)(C)C,BRD-K26712974-001-01-5
pterostilbene,COc1cc(OC)cc(C=Cc2ccc(O)cc2)c1,BRD-K53097745-001-01-5
BMS-387032,"CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1, CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1",BRD-K43389698-001-09-9
cinromide,CCNC(=O)\C=C\c1cccc(Br)c1,BRD-K66241279-001-01-8
GSK1292263,CC(C)c1noc(n1)N1CCC(COc2ccc(nc2)-c2ccc(cc2)S(C)(=O)=O)CC1,BRD-K60341624-001-02-2
BIBX-1382,"CN1CCC(CC1)Nc1ncc2ncnc(Nc3ccc(F)c(Cl)c3)c2n1, CN1CCC(CC1)Nc1ncc2ncnc(Nc3ccc(F)c(Cl)c3)c2n1",BRD-K70914287-300-02-8
roquinimex,CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,BRD-K03384561-001-02-7
ecamsule-triethanolamine,CC1(C)C2CCC1(CS(O)(=O)=O)C(=O)\C2=C/c1ccc(cc1)\C=C1\C2CCC(CS(O)(=O)=O)(C1=O)C2(C)C,BRD-A47953250-001-01-7
doxercalciferol,"CC(C)[C@H](C)\C=C\[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CCC\C2=C/C=C1\C[C@@H](O)C[C@H](O)C1=C, CC(C)[C@H](C)\C=C\[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CCC\C2=C/C=C1\C[C@@H](O)C[C@H](O)C1=C",BRD-K82928892-001-02-5
dexrazoxane,"C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1, C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1, C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1",BRD-K07265709-003-05-6
alogliptin,"Cn1c(=O)cc(N2CCCC(N)C2)n(Cc2ccccc2C#N)c1=O, Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O, Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O",BRD-K83003151-057-02-4
pentamidine,"NC(=N)c1ccc(OCCCCCOc2ccc(cc2)C(N)=N)cc1, NC(=N)c1ccc(OCCCCCOc2ccc(cc2)C(N)=N)cc1",BRD-K13183738-317-10-2
leucovorin,"Nc1nc(=O)c2N(C=O)C(CNc3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)CNc2[nH]1, Nc1nc(=O)c2N(C=O)C(CNc3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)CNc2[nH]1, Nc1nc(=O)c2N(C=O)C(CNc3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)CNc2[nH]1",BRD-A75919782-399-02-6
everolimus,"CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1OCCO, CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1OCCO",BRD-K13514097-001-05-3
oxazepam,OC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,BRD-A50049929-001-01-9
terconazole,"CC(C)N1CCN(CC1)c1ccc(OC[C@H]2CO[C@@](Cn3cncn3)(O2)c2ccc(Cl)cc2Cl)cc1, CC(C)N1CCN(CC1)c1ccc(OC[C@@H]2CO[C@](Cn3cncn3)(O2)c2ccc(Cl)cc2Cl)cc1",BRD-K86204871-001-16-2
eprobemide,Clc1ccc(cc1)C(=O)NCCCN1CCOCC1,BRD-K17979676-001-01-2
prednisolone-acetate,"CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C, CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3[C@@H](O)C[C@]12C, CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C",BRD-A01643550-001-04-9
acetophenazine,CC(=O)c1ccc2Sc3ccccc3N(CCCN3CCN(CCO)CC3)c2c1,BRD-K42938903-332-01-1
candesartan,"CCOc1nc2cccc(C(O)=O)c2n1Cc1ccc(cc1)-c1ccccc1-c1nnn[nH]1, CCOc1nc2cccc(C(O)=O)c2n1Cc1ccc(cc1)-c1ccccc1-c1nnn[nH]1, CCOc1nc2cccc(C(O)=O)c2n1Cc1ccc(cc1)-c1ccccc1-c1nnn[nH]1",BRD-K84091759-001-07-1
sulfanilamide,"Nc1ccc(cc1)S(N)(=O)=O, Nc1ccc(cc1)S(N)(=O)=O",BRD-K02594908-001-16-4
parachlorophenol,Oc1ccc(Cl)cc1,BRD-K40992116-001-09-7
piperacetazine,CC(=O)c1ccc2Sc3ccccc3N(CCCN3CCC(CCO)CC3)c2c1,BRD-K16277217-001-10-9
sodium-glucoheptonate,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)C(O)=O,BRD-K35952844-236-01-6
quinethazone,CCC1NC(=O)c2cc(c(Cl)cc2N1)S(N)(=O)=O,BRD-A59303141-001-10-4
phenelzine,"NNCCc1ccccc1, NNCCc1ccccc1, NNCCc1ccccc1",BRD-K87024524-065-17-7
mephenytoin,CCC1(NC(=O)N(C)C1=O)c1ccccc1,BRD-A83937277-001-10-5
levocarnitine,"C[N+](C)(C)C[C@H](O)CC(O)=O, C[N+](C)(C)C[C@H](O)CC(O)=O",BRD-K59647213-001-10-5
riociguat,COC(=O)N(C)c1c(N)nc(nc1N)-c1nn(Cc2ccccc2F)c2ncccc12,BRD-K84783599-001-01-0
dabrafenib,"CC(C)(C)c1nc(c(s1)-c1ccnc(N)n1)-c1cccc(NS(=O)(=O)c2c(F)cccc2F)c1F, CC(C)(C)c1nc(c(s1)-c1ccnc(N)n1)-c1cccc(NS(=O)(=O)c2c(F)cccc2F)c1F, CC(C)(C)c1nc(c(s1)-c1ccnc(N)n1)-c1cccc(NS(=O)(=O)c2c(F)cccc2F)c1F",BRD-K09951645-001-06-8
riluzole,"Nc1nc2ccc(OC(F)(F)F)cc2s1, Nc1nc2ccc(OC(F)(F)F)cc2s1, Nc1nc2ccc(OC(F)(F)F)cc2s1",BRD-K21283037-001-21-5
alectinib,"CCc1cc2C(=O)c3c([nH]c4cc(ccc34)C#N)C(C)(C)c2cc1N1CCC(CC1)N1CCOCC1, CCc1cc2C(=O)c3c([nH]c4cc(ccc34)C#N)C(C)(C)c2cc1N1CCC(CC1)N1CCOCC1",BRD-K11267252-001-04-4
itraconazole,"CCC(C)n1ncn(-c2ccc(cc2)N2CCN(CC2)c2ccc(OC[C@H]3CO[C@@](Cn4cncn4)(O3)c3ccc(Cl)cc3Cl)cc2)c1=O, CCC(C)n1ncn(-c2ccc(cc2)N2CCN(CC2)c2ccc(OC[C@H]3CO[C@@](Cn4cncn4)(O3)c3ccc(Cl)cc3Cl)cc2)c1=O, CCC(C)n1ncn(-c2ccc(cc2)N2CCN(CC2)c2ccc(OC[C@H]3CO[C@@](Cn4cncn4)(O3)c3ccc(Cl)cc3Cl)cc2)c1=O",BRD-A23067620-300-01-3
fenoprofen,"CC(C(O)=O)c1cccc(Oc2ccccc2)c1, CC(C(O)=O)c1cccc(Oc2ccccc2)c1, CC(C(O)=O)c1cccc(Oc2ccccc2)c1",BRD-A81129465-001-03-8
nafcillin,"CCOc1ccc2ccccc2c1C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O, CCOc1ccc2ccccc2c1C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O, CCOc1ccc2ccccc2c1C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O",BRD-K18574842-236-17-7
famotidine,"NC(N)=Nc1nc(CSCC\C(N)=N/S(N)(=O)=O)cs1, NC(N)=Nc1nc(CSCC\C(N)=N/S(N)(=O)=O)cs1",BRD-K00673382-001-18-9
phenylbutazone,"CCCCC1C(=O)N(N(C1=O)c1ccccc1)c1ccccc1, CCCCC1C(=O)N(N(C1=O)c1ccccc1)c1ccccc1, CCCCC1C(=O)N(N(C1=O)c1ccccc1)c1ccccc1",BRD-K10843433-001-22-7
tiludronate,OP(O)(=O)C(Sc1ccc(Cl)cc1)P(O)(O)=O,BRD-K10845183-304-01-6
colchicine,"COc1cc2CC[C@H](NC(C)=O)c3cc(=O)c(OC)ccc3-c2c(OC)c1OC, COc1cc2CC[C@H](NC(C)=O)c3cc(=O)c(OC)ccc3-c2c(OC)c1OC",BRD-K00259736-001-16-4
busulfan,"CS(=O)(=O)OCCCCOS(C)(=O)=O, CS(=O)(=O)OCCCCOS(C)(=O)=O, CS(=O)(=O)OCCCCOS(C)(=O)=O",BRD-K23204545-001-16-4
abiraterone-acetate,"CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC=C4c4cccnc4)[C@@H]3CC=C2C1, CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC=C4c4cccnc4)[C@@H]3CC=C2C1",BRD-K24048528-001-02-5
ciclesonide,CC(C)C(=O)OCC(=O)[C@@]12O[C@@H](O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]21C)C1CCCCC1,BRD-K35245662-001-01-2
papaverine,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,BRD-K15567136-003-27-2
daunorubicin,"COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(C)=O, COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(C)=O, COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(C)=O, COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(C)=O",BRD-K43389675-003-20-9
chlorhexidine,Clc1ccc(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)Nc2ccc(Cl)cc2)cc1,BRD-K52256627-300-06-6
amsacrine,"COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12, COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12",BRD-K68346641-001-01-4
palbociclib,"CC(=O)c1c(C)c2cnc(Nc3ccc(cn3)N3CCNCC3)nc2n(C2CCCC2)c1=O, CC(=O)c1c(C)c2cnc(Nc3ccc(cn3)N3CCNCC3)nc2n(C2CCCC2)c1=O",BRD-K51313569-003-03-3
daclatasvir,COC(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1c1ncc([nH]1)-c1ccc(cc1)-c1ccc(cc1)-c1cnc([nH]1)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)OC)C(C)C,BRD-K82861010-001-02-5
ciprofibrate,"CC(C)(Oc1ccc(cc1)C1CC1(Cl)Cl)C(O)=O, CC(C)(Oc1ccc(cc1)C1CC1(Cl)Cl)C(O)=O",BRD-A49358627-001-14-6
idarubicin,"C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]1C[C@@](O)(Cc2c(O)c3C(=O)c4ccccc4C(=O)c3c(O)c12)C(C)=O, C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]1C[C@@](O)(Cc2c(O)c3C(=O)c4ccccc4C(=O)c3c(O)c12)C(C)=O",BRD-K69650333-003-14-0
creatine,CN(CC(O)=O)C(N)=N,BRD-K19615002-001-02-3
thiram,CN(C)C(=S)SSC(=S)N(C)C,BRD-K29254801-001-14-7
iproniazid,CC(C)NNC(=O)c1ccncc1,BRD-K88568253-011-19-9
buphenine,"CC(CCc1ccccc1)NC(C)C(O)c1ccc(O)cc1, CC(CCc1ccccc1)NC(C)C(O)c1ccc(O)cc1",BRD-A36267905-003-18-4
prednisolone,"C[C@]12C[C@H](O)C3C(CCC4=CC(=O)C=C[C@]34C)C1CC[C@]2(O)C(=O)CO, C[C@]12C[C@H](O)C3C(CCC4=CC(=O)C=C[C@]34C)C1CC[C@]2(O)C(=O)CO",BRD-A27887842-001-04-0
colistin-b-sulfate,CC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(C)O)C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)C(CCN)NC1=O)C(C)O,BRD-A36456202-001-01-3
ajmaline,CC[C@H]1C2CC3[C@@H]4N(C)c5ccccc5[C@]44C[C@@H](C2C4O)N3[C@@H]1O,BRD-A48300215-001-04-8
oxyquinoline,Oc1cccc2cccnc12,BRD-K66808046-065-03-7
cefpiramide,"Cc1cc(O)c(cn1)C(=O)N[C@@H](C(=O)N[C@H]1[C@H]2SCC(CSc3nnnn3C)=C(N2C1=O)C(O)=O)c1ccc(O)cc1, Cc1cc(O)c(cn1)C(=O)N[C@@H](C(=O)N[C@H]1[C@H]2SCC(CSc3nnnn3C)=C(N2C1=O)C(O)=O)c1ccc(O)cc1, Cc1cc(O)c(cn1)C(=O)N[C@@H](C(=O)N[C@H]1[C@H]2SCC(CSc3nnnn3C)=C(N2C1=O)C(O)=O)c1ccc(O)cc1",BRD-K92872987-001-02-9
methylprednisolone,"C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12, C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12, C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12",BRD-K35240538-001-26-2
epinephrine,"CNC[C@H](O)c1ccc(O)c(O)c1, CNC[C@H](O)c1ccc(O)c(O)c1, CNC[C@H](O)c1ccc(O)c(O)c1, CNC[C@H](O)c1ccc(O)c(O)c1, CNC[C@H](O)c1ccc(O)c(O)c1, CNC[C@H](O)c1ccc(O)c(O)c1",BRD-K63126190-003-01-6
tiletamine,CCNC1(CCCCC1=O)c1cccs1,BRD-A30582499-003-05-1
terfenadine,"CC(C)(C)c1ccc(cc1)C(O)CCCN1CCC(CC1)C(O)(c1ccccc1)c1ccccc1, CC(C)(C)c1ccc(cc1)C(O)CCCN1CCC(CC1)C(O)(c1ccccc1)c1ccccc1, CC(C)(C)c1ccc(cc1)C(O)CCCN1CCC(CC1)C(O)(c1ccccc1)c1ccccc1",BRD-A06352418-001-25-9
afatinib,"CN(C)C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1, CN(C)C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1, CN(C)C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1",BRD-K66175015-001-09-0
pilocarpine,"CC[C@H]1[C@@H](Cc2cncn2C)COC1=O, CC[C@H]1[C@@H](Cc2cncn2C)COC1=O, CC[C@H]1[C@@H](Cc2cncn2C)COC1=O, CC[C@H]1[C@@H](Cc2cncn2C)COC1=O",BRD-K85090592-008-22-7
mitoxantrone,"OCCNCCNc1ccc(NCCNCCO)c2C(=O)c3c(O)ccc(O)c3C(=O)c12, OCCNCCNc1ccc(NCCNCCO)c2C(=O)c3c(O)ccc(O)c3C(=O)c12, OCCNCCNc1ccc(NCCNCCO)c2C(=O)c3c(O)ccc(O)c3C(=O)c12",BRD-K21680192-300-14-4
minocycline,"CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(ccc(O)c4C(=O)C3C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O)N(C)C, CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(ccc(O)c4C(=O)C3C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O)N(C)C, CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(ccc(O)c4C(=O)C3C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O)N(C)C, CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(ccc(O)c4C(=O)C3C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O)N(C)C, CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(ccc(O)c4C(=O)C3C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O)N(C)C",BRD-A69651145-003-07-2
nadide,NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O,BRD-A11132253-001-08-2
